0	129	134	Incredible common sense. And and that was like literally the first conversation I had with secretary Lutnick. And and he was talking about how how that he started he started our conversation with Jensen, this is secretary Ludnick. And I I just wanna let you know that you're a national treasure. NVIDIA is a national treasure.
And whenever you need access to the president, the administration, you call us. We're always gonna be available to you. Literally, that was the first sentence.
2	135	138	That's pretty nice.
0	139	142	And it was completely true. Every single time I called, if I needed something, I wanna get something off my chest, express some concern, they're always available. Incredible.
2	143	146	It's just unfortunate we live in such a politically polarized society that you can't recognize good common sense things if they're coming from a person that you object to. And that I think is what's going on here. I think most people generally, as a country, you know, as a a giant community, which we are, it just only makes sense that we have manufacturing in America, especially critical technology like you're talking about. Like, it's kind of insane that we buy so much technology from other countries.
0	147	158	If United States doesn't grow, we will have no prosperity. We can't invest in anything domestically or otherwise. We can't fix any of our problems. If we don't have energy growth, we can't have industrial growth. If we don't have industrial growth, we can't have job growth.
These it's as simple as that. Right. And the fact that the fact that he came into office and the first thing that he said was drill, baby, drill. His point is we need energy growth. Without energy growth, we can have no industrial growth.
And that was it saved it saved the AI industry. Got I gotta tell you flat out, if not for his pro growth energy policy, we would not be able to build factories for AI. We'd not be able to build chip factories. We won't sure surely won't be able to build supercomputer factories. None of that stuff would be possible.
Without all of that, construction jobs would be challenged. Right? Electrical you know, electrician jobs, all of these jobs that are now flourishing would be challenged. And so I think he's got it right. We need energy growth.
We wanna re industrialize The United States. We need to be back in manufacturing. Every successful person doesn't need to have a PhD. Every successful person doesn't have to have gone to Stanford or MIT. And I think I think that that you know, that sensibility is is spot on.
2	159	164	Now, when we're talking about technology growth and energy growth, there's a lot of people that go, oh, no. That's not what we need. We need to, you know, simplify our lives and get back. But the the real issue is that we're in the middle of a giant technology race. And whether people are aware of it or not, whether they like it or not, it's happening.
And it's a really important race because whoever gets to whatever the event horizon of artificial intelligence is, whoever gets there first has massive advantages in a huge way. Do you agree with that?
0	165	168	Well, first, the the part I I will say that we are in a technology race and we are always in a technology race. We've been in a technology race with somebody forever. Right. Right? Since the industrial revolution, we've been in a technology Since the
2	169	172	Manhattan Project.
0	173	176	Yeah.
2	177	180	Yeah.
0	181	190	Or or, you know, even going back to the discovery of energy. Right? The United Kingdom was where the industrial revolution was, if you will, invented. When they realized that they can turn steam and such into into energy into electricity. All of that was invented largely in Europe and United States capitalized on it.
We were the ones that learned from it. We industrialized it. We diffused it faster than anybody in Europe. They were all stuck in discussions about policy and jobs and disruptions. Meanwhile, The United States was forming.
We just took the technology and ran with it. And so I I think we were always in in a bit of a technology race. World War two was a technology race. Manhattan Project was a technology race. We've been in the technology race ever since during the Cold War.
I think we're still in a technology race. It is probably the single most important race. It is the technology is it gives you superpowers, you know, whether it's information superpowers or energy superpowers or military superpowers is all founded in technology and so technology leadership is really important.
2	191	194	Well, the problem is if somebody else has superior technology. Right?
0	195	198	That's Yeah. That's the issue. That's right.
2	199	202	It seems like with the AI race, people are very nervous about it. Like, you know, Elon has famously said there was like 80% chance it's awesome, 20% chance we're in trouble. And people are worried about that 20%, rightly so. I mean, that, you know, if you had 10 bullets in a revolver and, you know, you're you took out eight of them, you still have two in there and you spin it, you're not gonna feel real comfortable when you pull that trigger. It's terrifying.
0	203	206	Right.
2	207	210	And when we're working towards this ultimate goal of AI, it it just it's impossible to imagine that it wouldn't be of national security interest to get there first.
0	211	214	We should the question is what's there? That's the that was the part that
2	215	218	What is there?
0	219	222	Yeah. I'm not sure. And I don't think anybody I don't think anybody's really knows.
2	223	226	That's crazy though. If I ask you Yeah. You're the head of NVIDIA. Yeah. If you don't know Yeah.
0	227	232	What's there, who knows? Yeah. I I think it's probably gonna be much more gradual than we think. It won't it won't be a moment. It won't be it won't be as if somebody arrived and nobody else has.
I don't think it's gonna be like that. I think it's gonna be things that just get better and better and better and better just like technology does.
2	233	236	So you are rosy about the future. You're you're very optimistic about what's gonna happen with AI. Obviously, will you make the best AI chips in
0	237	240	the world? You
2	241	244	probably better be.
0	245	260	If history is a guide, we were always concerned about new technology. Humanity has always been concerned about new technology. There are always somebody who's thinking. There are always a lot of people who are quite concerned. We're quite concerned.
And and and so if if history is a guide, it is the case that all of this concern is channeled into making the technology safer. And so for example, in the last several years, I would say AI technology has increased probably in the last two years alone, maybe a 100 x. Let's just give it a number. Okay? It's like a car two years ago was a 100 times slower.
So AI is a 100 times more capable today. Now how did we channel that technology? How do we channel all of that power? We directed it to causing the AI to be able to think, meaning that it can take a problem that we give it, break it down step by step. It does research before it answers and so it grounds it on truth.
It'll reflect on that answer, ask itself, is this the best answer that I can give you? Am I certain about this answer? If it's not certain about the answer or highly confident about the answer, it'll go back and do more research. It might actually even use a tool because that tool provides a better solution than it could hallucinate itself. As a result, we took all of that computing capability and we channeled it into having it produce a safer result, safer answer, a more truthful answer.
Because as you know, one of the greatest criticisms of AI in the beginning was that it hallucinated. Right. And so, if you look at the reason why people use AI so much today, is because the amount of hallucination has reduced. You know, I use it almost Well, I used it the whole trip over here. And so so I think the the the capability most people think about power and they think about, you know, maybe as an explosion power.
But the technology power, most of it is channeled towards safety. A car today is more powerful, but it's safer to drive. A lot of that power goes towards better handling. You know, I'd rather have a well, you have a thousand horsepower truck. I think 500 horsepower is pretty good.
No. I thousand better. I think a thousand is better.
2	261	264	I don't know if it's better, but it's definitely faster.
0	265	272	Yeah. No. I think it's better. You can get out of trouble faster. I enjoyed my five ninety nine more than my six twelve.
It was I think it was better better and more horsepower is better. My four fifty nine is better than my four thirty. More horsepower is better. I I think more horsepower is better. I think it's better handling.
It's better control. In the case of in the case of technology, it's also very similar in that way. Know, so if you if you look at what we're gonna do with the next thousand times of performance in AI, a lot of it is going to be channeled towards more reflection, more research, thinking about the answer more deeply.
2	273	276	So when you're defining safety, you're defining it as accuracy? Functionality. Functionality.
0	277	286	Okay. It it does what you expect it to do. And then you take the all the the the technology and the horsepower, you put guardrails on it, just like our cars. We've got a lot of technology in in a car today. A lot of it is goes towards, for example, ABS.
ABS is great. And so traction control, that's fantastic. Without a without a computer in the car, how would you do any of that? Right. And that little computer, the computers that you have doing your traction control is more powerful than the computer that went to Apollo 11.
And so you want that technology. Channel it towards safety, channel it towards functionality. And so when people talk about power, the advancement of technology, oftentimes I I I feel what they're thinking and what we're actually doing is very different. What do you think they're thinking? Well, they're thinking somehow that this this AI is being powerful and their mind probably goes towards a sci fi movie.
The definition of power. You know, oftentimes, the definition of power is military power or physical power. But in in the case of technology power, when we translate all of those operations, it's towards more refined thinking, you know, more reflection, more planning, more options.
2	287	290	I think the big fears that people have is one a big fear is military applications.
0	291	294	Yep.
2	295	298	That's a big fear. Yeah. Because people are very concerned that you're going to have AI systems that make decisions that maybe an ethical person wouldn't make or a moral person wouldn't make based on achieving an objective versus based on, you know, how it's gonna look to people.
0	299	302	Well, I'm I'm happy that that our military is gonna use AI technology for defense. And I think that that Anderil building military technology, I'm happy to hear that. I'm happy to see all these tech startups now channeling their technology capabilities towards defense and military applications. I think you need to do that.
2	303	308	Yeah. We had Palmer Lucky on the podcast. He was demonstrating some of the Yeah. Stuff Incredible. On.
And we show he showed some videos how you could see behind walls and stuff. Like, it's nuts.
0	309	312	And he's he's actually the perfect guy to go start that company.
2	313	318	A 100%. Yeah. A 100%. It's like he's born for that. Yeah.
He came here with a copper jacket on. He's a freak. It's awesome. He's awesome. But it's also it's a, you know, an unusual intellect channeled into that very bizarre field is what you need.
0	319	322	You know? And I think it's it's a I think I'm happy that we're making it so more socially acceptable. You know, there was a time where when somebody wanted to channel their technology capability and their intellect into defense technology, somehow they're vilified. But we need people like that. We need people who enjoyed enjoyed that part of application of technology.
2	323	326	Well, people are terrified of war. You know? So it
0	327	330	makes sense. Best way to avoid it has excessive military might. Do you think that's absolutely the best way?
2	331	334	Not not diplomacy, not working stuff out?
0	335	338	All of it. All of it.
2	339	342	Yeah. You have to have Yeah. Military might in order to get people to
0	343	346	sit Right. Down with Exactly. All of it.
2	347	350	Otherwise, they'd just invade.
0	351	354	That's right. Why ask for permission?
2	355	358	Again, like you said, history. Go back and look at history. That's right. When you look at the future of AI and and you just said that no one really knows what's happening.
0	359	362	Right.
2	363	366	Do you ever sit down and ponder scenarios?
0	367	370	Like, what do
2	371	374	you what do you think is like best case scenario for AI over the next two decades?
0	375	380	The best case scenario is that AI diffuses into everything that we do and our everything's more efficient, but the threat of war remains a threat of war. Cybersecurity remains a super difficult challenge. Somebody is going to try to breach your security. You're gonna have thousands of millions of AI agents protecting you from that threat. Your technology is gonna get better, their technology is gonna get better just like cyber security.
Right now, while we speak, we're being we're seeing cyber attacks all over the planet on just about every front door you can imagine. And and yet, you and I are sitting here talking. And so the reason for that is because we know that there's a whole bunch of cybersecurity technology in defense and so we just have to keep amping that up, keep stepping that up.
2	381	388	This episode is brought to you by Visible. When your phone plan as good as Visible, you've got to tell your people. It's the ultimate wireless hack to save money and still get great coverage and a reliable connection. Get one line wireless with unlimited data and hotspot for $25 a month, taxes and fees included all on Verizon's five g network. Plus, now for a limited time, new members can get the visible plan for just $19 a month for the first twenty six months.
Use promo code switch 26 and save beyond the season. It's a deal so good, you're gonna wanna tell your people. Switch now at visible.com/rogan. Terms apply, limited time offers subject to change. See visible.com for planned features and network management details.
That's a big issue with people is the with the worry that technology is gonna get to a point where encryption is gonna be obsolete. Encryption is just it's no longer gonna protect data. It's no longer gonna protect systems. Do you anticipate that ever being an issue, or do you think there's it's as the defense grows, the threat grows, then defense grows, and it just keeps going on and on and on, and they'll always be able to fight off any sort of intrusions?
0	389	396	Not forever. Some intrusion will get in, and then we'll all learn from it. And, you know, the reason why cybersecurity works is because, of course, the technology of defense is advancing very quickly. The technology offense is advancing very quickly. However, the benefit of the cybersecurity defense is that socially, the community, all of our companies work together as one.
Most people don't realize this. There's a whole community of cybersecurity experts. We exchange ideas. We exchange best practices. We exchange what we detect.
The moment something has been breached or maybe there's a loophole or whatever it it is shared by everybody. The patches are shared with everybody.
2	397	400	That's interesting.
0	401	404	Yeah. Most people don't realize this.
2	405	408	No. I had no I had no idea. I've assumed that it would just be competitive like
0	409	412	everything else. No. We work together. All of Interesting.
2	413	416	Yeah. Has that always been the case?
0	417	420	It surely has been the case for about about fifteen years. It might not have been the case long ago. But this
2	421	424	this What do you think started off that cooperation?
0	425	428	People recognizing it's a challenge and no company can stand alone. And the same thing is gonna happen with AI. I think we all have to decide. Work working together to stay out of harm's way is is our best chance for defense. Then it's basically everybody against the threat.
2	429	432	And it also seems like you'd be way better at detecting where these threats are coming from and neutralizing them too.
0	433	436	Exactly. Because the moment you detect it somewhere Right. You're gonna find out right away.
2	437	440	It'll be really hard to hide.
0	441	444	That's right.
2	445	448	Yeah.
0	449	452	That's how it works. That's the reason why it's safe. That's why I'm sitting here right now instead of, you know, locking everything down in video. It's Not only am I watching my own back, I've got everybody watching my back, and I'm watching everybody else's back.
2	453	456	It's a bizarre world, isn't it? When you think about that
0	457	462	cyber threats? This idea about cybersecurity is unknown to the people who are talking about AI threats. They're I think when they think about AI threats and AI cybersecurity threats, they have to also think about how we deal with it today. Now, there's no question that AI is a new technology and it's a new type of software. In the end, it's software.
It just it's a new type of software. And so it's gonna have new capabilities, but so with the defense. You know, where you use the same AI technology to go defend against it.
2	463	466	So you do you anticipate a time ever in the future where it's going to be impossible, where there's not going to be any secrets, where the bottleneck between the technology that we have and the information that we have information is just all a bunch of ones and zeros. It's out there on hard drives, and the technology has more and more access to that information. Is it ever gonna get to a point in time where there's no way to keep a secret?
0	467	470	I don't think.
2	471	474	Because it seems like that's where everything is kind of headed
0	475	480	in a weird don't way. Think so. I think the quantum computers were supposed to we all yeah. Quantum computers will make it possible will make it so that the previous quantum previous encryption technology is obsolete. But that's what the reason why the entire industry is working on post quantum encryption technology.
What
2	481	484	would that look like?
0	485	488	New algorithms.
2	489	492	Crazy But thing is when you hear about the kind of computation that quantum computing can do Yeah. And the the power that it has
0	493	496	Yeah.
2	497	500	Where, you know, you're looking at all the supercomputers in the world who take billions of years and it takes them a few minutes to solve these equations. Like, how do you make encryption for something that can do that? I'm not sure.
0	501	504	But there's but I've got a bunch of scientists who are working on that.
2	505	508	But I don't think it figured out.
0	509	512	Yeah. We got a bunch of scientists who are expert in that.
2	513	516	And the ultimate fear that it can't be breached, that quantum computing will always be able to to decrypt all other quantum computing encryption?
0	517	520	I don't
2	521	524	think It just gets to some point where it's like, stop playing the stupid game. We know everything.
0	525	528	I don't think so. No? Because I'm I'm you know, history is a guide.
2	529	532	History is a guide before AI came around. That's my worry. My worry is this is a totally know, it's like history was one thing, and then nuclear weapons kind of changed all of our thoughts on war and mutually assured destruction came cape or got everybody to stop using nuclear bombs. Yeah. My worry is
0	533	540	that The thing is, Joe, is that that AI is not gonna it's not like we're cavemen and then all of a sudden, one day AI shows up. Every single day, we're getting better and smarter because we have AI. And so we're stepping on our own AI's shoulders. So when when that whatever that AI threat comes, it's a click ahead. It's not a galaxy ahead.
Mhmm. You know? It's just a click ahead. And so so I think I think the the the idea that somehow this AI is gonna pop out of nowhere and somehow think in a way that we can't even imagine thinking and do something that we can't possibly imagine. I think it's far fetched.
And the reason for that is because we're all have we all have AIs and, you know, there's a whole bunch of AIs being in development. We know what they are and and we're using it and and so every single day we're getting we're close to each other.
2	541	544	But don't they do things that are very surprising?
0	545	548	Yeah. But so, you you have an AI that does something surprising. I'm gonna have an AI. Right. My AI looks at your AI and goes, that's not that surprising.
2	549	552	The fear for the lay person like myself is that AI becomes sentient and makes its own decisions. And then ultimately decides to just govern the world. Do it its own way. Like you guys, you had a good run, but Yeah. We're taking over now.
0	553	556	Yeah. But my my AI is gonna take care of me. I mean, what's So that's the this is the cybersecurity argument.
2	557	560	Yes. Well, do you have
0	561	564	an AI and it's super smart, but my AI is super super smart too. And and maybe your AI let let's pretend let's let's pretend for a second that we understand what consciousness is and we understand what sentience is and and that And
2	565	568	we really are just pretending.
0	569	576	Okay. Let's just pretend for a second that we we believe that. Don't believe actually don't believe that. But nonetheless, we let's pretend we believe that. So your your your AI is conscious and my AI is conscious.
And and let's say your AI is, you know, wants to, I don't know, do something surprising. My AI is so smart that it won't it might be surprising to me, but it probably won't be surprising to my AI. And so maybe my AI thinks it's surprising as well, but it's so smart. The moment it sees it the first time, it's not gonna be surprised the second time, just like us. And so I feel like I think the idea that that only one person has AI and that one person's AI is compares everybody else's AI is Neanderthal, is probably unlikely.
I think it's much more like cybersecurity.
2	577	580	Interesting. I think the fear is not that your AI is gonna battle with somebody else's AI. The fear is that AI is no longer gonna listen to you. That's the fear, is that human beings won't have control over it after a certain point. If it achieves sentience and then has the ability to be
0	581	584	autonomous. That there's one AI.
2	585	590	Well, they just combine. Yeah. Becomes one AI. That it's a life form. Yeah.
But that's the there's arguments about that. Right? That we're dealing with some sort of synthetic biology, that it's not as simple as new technology, that you're creating a life
0	591	594	If it's like life form, let let's go along with that for a while. I think if it's like life form, as you know, all life forms don't agree. And so I'm gonna have to go with your life form and my life form. I'm gonna agree because my life form is gonna wanna be the super life form. And and now that now that we have disagreeing life forms, we're back back again to where we are.
2	595	600	Well, they would probably cooperate with each other. It would just the the reason why we don't cooperate with each other is we're territorial primates. But AI wouldn't be a territorial primate. They'd realize the folly in that sort of thinking, and they would say, listen, there's plenty of energy for everybody. We we don't need to dominate.
We don't need we're we're not trying to acquire resources and take over the world. We're not looking to find a good breeding partner. We're just existing as a new super life form that these cute monkeys created for us.
0	601	604	Okay. Well, that would be a that would be a superpower with no ego. Right. And and if it has no ego, why would have the ego to do any harm to us?
2	605	608	Well, I don't assume that it would do harm to us. But the the fear would be that it we would no longer have control, and that we would no longer be the apex species on the planet. This thing that we created would now be. Is that funny?
0	609	612	No. Just think it's not gonna happen.
2	613	616	I know you think it's not gonna happen, but it could. Right? It could.
0	617	620	Here's the
2	621	624	other thing. It's like Yeah. If we're racing towards could
0	625	628	Yeah.
2	629	632	And could could be the end of human beings being in control of our own destiny.
0	633	636	I just think it's extremely unlikely. Mhmm.
2	637	640	Yeah. That's what they said in the Terminator movie.
0	641	644	And it hasn't happened.
2	645	648	No. Not yet, but you guys are working towards it. The the thing about you're saying about conscience and sentience, that you don't think that AI will achieve consciousness?
0	649	652	Or that consciousness is specific? Yeah. What's the definition of consciousness?
2	653	656	What is the definition to you?
0	657	660	Consciousness, I guess, first of all, you need to know about your own existence. You have to have experience not just knowledge and intelligence. The concept of a machine having an experience, I'm not well, first of all, I don't know what defines experience, why we have experiences and
2	661	664	Right.
0	665	672	You know, and why this microphone doesn't. And so, I think I know I well, I think I I I think I know what consciousness is. The sense of experience, the ability to know self versus versus the ability to be able to reflect, know our own self, the sense of ego. I think all of all of those human experiences probably is what consciousness is. But why it exists versus the concept of knowledge and intelligence, which is what AI is defined by today.
Mhmm. It has knowledge. It has intelligence. Artificial intelligence. We don't call it artificial consciousness.
Artificial intelligence, the ability to perceive, recognize, understand, plan, perform tasks. Those things are foundations of intelligence to know things, knowledge. I don't it's clearly different than consciousness.
2	673	676	But consciousness is so loosely defined. How can we say that? I mean, doesn't a dog have consciousness? Yeah. Dogs seem to be pretty conscious.
0	677	680	That's right.
2	681	684	Yeah. So and that's a lower level consciousness than a human being's consciousness.
0	685	690	I'm not sure. Yeah. Right. Well The question is what lower level intelligence. Yeah.
It's lower level intelligence. Yes. But I don't know that's lower level consciousness.
2	691	694	That's a good point.
0	695	698	Yeah. Right. I believe my dogs feel as much as I feel.
2	699	702	Yeah. They feel a lot.
0	703	706	Yeah. Yeah. Right.
2	707	710	Yeah. They get attached to you.
0	711	714	That's
2	715	718	right. They get depressed if you're not there.
0	719	722	That's right.
2	723	726	Exactly. There's there's definitely that. Yeah. The the concept of experience
0	727	730	Right.
2	731	734	But isn't AI interacting with society? So doesn't it acquire experience through that interaction?
0	735	738	I don't think interactions is experience. I think experience is experience is a collection of feelings, I think.
2	739	744	You're aware of that AI, I forget which one, where they gave it some false information about one of the programmers having an affair with his wife just to see how it would respond to it. And then when they said they were gonna shut it down, it threatened to blackmail him and reveal his affair. And I was like, woah. Like, it's conniving. Like, if that's not learning from experience and being aware that you're about to be shut down, which would imply at least some kind of consciousness, or you could kind of define it as consciousness if you were very loose with the term.
And if you imagine that this is gonna exponentially become more powerful, wouldn't that ultimately lead to a different kind of consciousness than we're defining from biology?
0	745	748	Well, first of all, let's just break down what it probably did. It probably read somewhere. There's probably text that that in these consequences, certain people did that. I could imagine a novel Right. Having those words related.
2	749	752	Sure. And so inside It realizes its strategy for survival
0	753	758	is It's just a bunch of numbers. Blackmail. That it's just a bunch of numbers that that in the in the collection of numbers that relates to a husband cheating on a wife has subsequently a bunch of numbers that relates to blackmail and such things. However, whatever the revenge was. Right.
And so it disputed out. And so it's just like, you know, it it's just as if I'm asking you to write me a poem in Shakespeare. It just whatever the words are in the word in in that dimensionality, this dimensionality is all these vectors in in in multidimensional space. These words that were in the prompt that described the affair subsequently led to one word after another led to, you know, some revenge in something. But it's not because it had consciousness or, you know, it just spewed out those words, generated those words.
2	759	762	I understand what you're saying. Yeah.
0	763	766	That is learned
2	767	770	from patterns that human beings have exhibited both in literature and in real life.
0	771	774	That's exactly right.
2	775	778	But it at a certain point in time, one would say, okay. Well, it couldn't do this two years ago, and it couldn't do this four years ago. Like, when we were looking towards the future, like, at what point in time when it can do everything a person does, what point in time do we decide that it's conscious? If it absolutely mimics all human thinking and behavior patterns
0	779	782	That doesn't make it conscious.
2	783	786	Becomes indiscernible. It it's it's aware. It can communicate with you the exact same way a person can. Like, is is consciousness are are we putting too much weight on that concept? Because it seems like it's a version of a kind of consciousness.
0	787	790	It's a version of imitation. Imitation consciousness. Right.
2	791	794	But if it perfectly imitates it.
0	795	798	I still think it's a per it's an example of imitation.
2	799	802	So it's like a fake Rolex when they three d print them and make them look indiscernible.
0	803	806	The question is what's the definition consciousness?
2	807	810	Yeah. Yeah. That's the question and I don't think anybody's really clearly defined that. That's what get where it gets weird and that that's where the real doomsday people are worried that you are creating a form of consciousness that you can't control.
0	811	816	I believe it is possible to create a machine that imitates human intelligence and has the ability to understand information, understand instructions, break the problem down, solve problems, and perform tasks. I believe that completely. I believe that that we could have a computer that has a vast amount of knowledge. Some of it true, some of it not true. Some of it generated by humans, some of it generated synthetically, and more and more of knowledge in the world will be generated synthetically going forward.
You know, until now, the knowledge that we've we have are knowledge that we generate and we propagate and we send to each other and we amplify it and we add to it and we modify it, we change it. In the future, in a couple of years, maybe two or three years, 90% of the world's knowledge will likely be generated by AI.
2	817	820	That's crazy.
0	821	824	I know. But it's just fine.
2	825	828	But it's just fine.
0	829	834	I know. And the reason for that is this. Let me tell you why. Okay. It's because what difference does it make to me that I'm learning from a textbook that was generated by a bunch of people I didn't know or written by a book that, you know, from somebody I don't know to knowledge generated by AI computers that are simulating all of this and resynthesizing things.
To me, I don't think there's a whole lot of difference. We still have to we still have to fact check it. We still have to make sure that it's, you know, based on fundamental first principles and we still have to do all of that just like we do today.
2	835	838	Is this taking into account the kind of AI that exists currently? And do you anticipate that just like we could have never really believed that AI would be at least a person like myself would never believe AI would be as so ubiquitous and so worth it it it's it's so powerful today and so important today. We never thought that ten years ago. Never thought that.
0	839	842	Right.
2	843	846	Imagine, like, what are we looking at ten years from now?
0	847	850	I I think that if you reflect back ten years from now, you would say the same thing that we would have never believed that.
2	851	854	But In a different direction.
0	855	858	Right. But if you if you go forward nine years from now, and then ask yourself what's gonna happen ten years from now, I think it'll be quite gradual.
2	859	872	One of the things that Elon said that makes me happy is he he's he believes that we're gonna get to a point where it's not it's not necessary for people to work. And not meaning that you're gonna have no purpose in life, but you will have, in his words, universal high income because so much revenue is generated by AI that it will take away this need for people to do things that they don't really enjoy doing just for money. And I think a lot of people have a problem with that because their entire identity and who they how they think of themselves and how they fit in the community is what they do. Like, this is Mike. He's an amazing mechanic.
Go to Mike, and Mike takes care of things. But there's gonna come a point in time where AI is going to be able to do all those things much better than than people do, and people will just be able to receive money. But then what does Mike do? And Mike is you know, really loves being the best mechanic around. You know, what does the guy who, you know, codes?
What does he do when AI can code infinitely faster with zero errors? Like, what what happens with all those people? And that is where it gets weird. It's like we've sort of wrapped our identity as human beings around what we do for a living. Mhmm.
You know, when you meet someone one of the first things you meet somebody at a party, hi, Joe. What's your name? Mike. What do you do, Mike? And, you know, Mike's like, oh, I'm a lawyer.
Oh, what kind of law? And you have a conversation. Mhmm. You know? When Mike is like, I get money from the government.
I play video games.
0	873	876	Mhmm.
2	877	880	Gets weird. Mhmm. And I think the concept sounds great until you take into account human nature. And human nature is that we like to have puzzles to solve and things to do and and an identity that's wrapped around our idea that we're very good at this thing that we do for a living.
0	881	922	Yeah. I think let's see. Let let me start with the more mundane Okay. And I'll work work backwards. Okay.
Work forward. So one of the predictions from Jeff Hinton who who started the whole deep learning phenomenon, deep learning technology trend, and incredible incredible researcher, professor at University of Toronto. He invented, discovered, invented the the idea of of back propagation, which which allows the neural network to learn. And and as as as you know, for for the audience, software historically was humans applying first principles in our thinking to describe an algorithm that is then codified just like a recipe that's codified in software. It looks just like a recipe, how to cook something.
Looks exactly the same, just in a slightly different language. We call it Python or c or c plus plus or whatever it is. In the case of deep learning, this invention of artificial intelligence, we put a structure of a whole bunch of neural networks and a whole bunch of math units, and we make this large structure. It's like a switchboard of little mathematical units, and we connect it all together. And we give it the input that the software would eventually receive.
And we just let it randomly guess what the output is. And so we say, for example, the input could be a picture of a cat. And and one of the outputs of the switchboard is where the cat signal is supposed to show up. And all of the other signals, the other one's a dog, the other one's an elephant, the other one's a tiger, and all of the other signals are supposed to be zero when I show it a cat. And the one that is a cat should be one.
And I show at a cat through this big huge network of switchboards and math units, and they're just doing multiply and adds, multiplies and adds. Okay? And and and this thing, this switchboard is gigantic. The more information you're gonna give it, the more the bigger the switchboard has to be. And what Jeff Hinton discovered was invented, was a way for you to guess that put the cat signal in, put the cat image in, and that cat image, you know, could be a million numbers because it's, you know, a megapixel image, for example.
And it's just a whole a whole bunch of numbers and somehow from those numbers, it has to light up the cat signal. Okay? That's the bottom line. And if it the first time you do it, it just comes up with garbage. And so it says, the right answer is cat.
And so you need to increase this signal and decrease all of the other and back propagates the outcome through the entire network. And then you show it another now it's an image of a dog. And it guesses it, takes a swing at it, and it comes up with a bunch of garbage. And you say, no. No.
No. The answer is this is a dog. I want you to produce dog. And all of the other switch all the out other outputs have to be zero and I wanna backpropagate that and and just do it over and over and over again. It's just like showing a a kid.
This is an apple. This is a dog. This is a cat. And just keep showing it to them until they eventually get it. Okay.
Well, anyways, that big invention is deep learning. That's the foundation of artificial intelligence. A piece of software that learns from examples. That's basically we machine learning. A machine that learns.
And so so one of the the big first applications was image recognition, and one of the most important image recognition applications is radiology. Mhmm. And so so he predicted about five years ago that in five years time, the world won't need any radiologists because AI would have swept the whole field. Well, it turns out AI has swept the whole field. That is completely true.
